0 0.000000 0.000000
1 0.070000 0.000000
2 0.140000 0.000000
3 0.210000 0.000000
4 0.280000 0.000000
5 0.350000 0.000000
6 0.420000 0.000000
7 0.490000 0.000000
8 0.560000 0.000000
9 0.630000 0.000000
10 0.700000 0.000000
11 0.770000 0.000000
12 0.840000 0.000000
13 0.910000 0.000000
14 0.980000 0.000000
15 1.050000 0.000000
16 1.120000 0.000000
17 1.190000 0.000000
18 1.260000 0.000000
19 1.330000 0.000000
20 1.400000 0.000000
21 1.470000 0.000000
22 1.540000 0.000000
23 1.610000 0.000000
24 1.680000 0.000000
25 1.750000 0.000000
26 1.820001 0.000000
27 1.890001 0.000000
28 1.960001 0.000000
29 2.030001 0.000000
30 2.100001 0.000000
31 2.170001 0.000000
32 2.240000 0.000000
33 2.310000 0.000000
34 2.380000 0.000000
35 2.450000 0.000000
36 2.520000 0.000000
37 2.590000 0.000000
38 2.660000 0.000000
39 2.730000 0.000000
40 2.800000 0.000000
41 2.870000 0.000000
42 2.940000 0.000000
43 3.010000 0.000000
44 3.080000 0.000000
45 3.150000 0.000000
46 3.220000 0.100000
47 3.289999 0.200000
48 3.359999 0.300000
49 3.429999 0.400000
50 3.499999 0.500000
51 3.569999 0.600000
52 3.639999 0.700000
53 3.709999 0.800000
54 3.779999 0.900000
55 3.849999 1.000000
56 3.919999 1.100000
57 3.989999 1.200000
