-926.945862 -931.893127
-873.891724 -888.691223
-820.837585 -850.394348
-767.783447 -817.002441
-714.729309 -788.515564
-661.675171 -764.933655
-608.621033 -746.256775
-555.566895 -732.484863
-502.512787 -723.617981
-449.458679 -719.656067
-396.404572 -720.599182
-343.350464 -726.447266
-290.296356 -737.200378
-237.242233 -752.858521
-184.188110 -773.421631
-131.133987 -798.889771
-78.079865 -829.262878
-25.025743 -864.541016
28.028378 -904.724121
81.082497 -949.812256
134.136612 -999.805359
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
134.136612 -990.000000
